"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"25361",2016-02-01,"ООО ""НУЭСК"" (г.Новоуральск)","NOVOYRAL","PNUESBK1","65","FZUROE07",1034.79,417944.13
"25362",2016-02-01,"АО ""Чеченэнерго""","CHECHENG","PNURENER","96","FZYUOE16",568.06,271650.08
"25363",2016-02-01,"ООО ""НЭСКО"" (г.Нижневартовск)","OOONESKO","PNVAREK1","71","FZURTU08",895.63,376809.81
"25364",2016-02-01,"АО ""Обеспечение РФЯЦ-ВНИИЭФ""","OBESPRFC","POBESPE1","22","FZZNOE24",1139.95,370587.9
"25365",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON1","46","FZZMSK26",1170.06,357216.09
"25366",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON2","46","FZZMSK26",1153.35,349025.14
"25367",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON3","46","FZZMSK26",1164.62,314965.17
"25368",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON4","46","FZZMSK26",1164.19,363273.47
"25369",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON5","46","FZZMSK26",1157.86,361388.76
"25370",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON6","46","FZZMSK26",1151.56,349785.34
"25371",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON7","46","FZZMSK26",1172.64,377921.92
"25372",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON8","46","FZZMSK26",1151.23,364797.75
"25373",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORON9","46","FZZMSK26",1187.03,354569.55
"25374",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO10","46","FZZMSK26",1142.66,361530.83
"25375",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO11","46","FZZMSK26",1136.43,353919.26
"25376",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO12","46","FZZMSK26",1143.36,361364.16
"25377",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO13","46","FZZMSK26",1178.87,362042.6
"25378",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO14","53","FZUROE07",1077.04,395501.87
"25379",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO15","53","FZUROE07",1080.56,388525.18
"25380",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO16","53","FZUROE07",1128.7,317490.97
"25381",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO17","53","FZUROE07",1174.21,182138.4
"25382",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO18","53","FZUROE07",1072.06,393263.15
"25383",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO19","46","FZZMSK26",1152.18,363015.32
"25384",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO21","46","FZZMSK26",1171.43,345965.73
"25385",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO22","46","FZZMSK26",1141.12,361152.05
"25386",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO23","17","FZZNOE24",1163.67,353666.27
"25387",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO24","25","FZSBOE01",1834.17,0
"25388",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO25","94","FZURKR12",1183.45,362200.33
"25389",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO26","46","FZZMSK26",1140.45,356562.74
"25390",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO27","46","FZZMSK26",1170.83,360755.56
"25391",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO28","46","FZZMSK26",1133.08,336780.42
"25392",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO29","29","FZZNOE24",1132.76,286028.67
"25393",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO30","41","FZSZOE27",1088.41,373968.2
"25394",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO31","63","FZVLBS15",978.07,335248.84
"25395",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO32","63","FZVLBS15",994.54,355060.33
"25396",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO33","63","FZVLBS15",1033.48,303257.8
"25397",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO34","63","FZVLBS15",1061.77,368514.36
"25398",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO35","25","FZSBOE01",NA,0
"25399",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO37","46","FZZMSK26",1136.12,359682.7
"25400",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO38","46","FZZMSK26",1191.28,367272.88
"25401",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO39","46","FZZMSK26",1193.82,358820.94
"25402",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO40","46","FZZMSK26",1147.15,376056.9
"25403",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO41","17","FZZNOE24",1134.46,369566.29
"25404",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO42","41","FZSZOE27",1208.17,245264.91
"25405",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO43","42","FZZNOE24",1149.97,402360.33
"25406",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO44","20","FZZNOE24",1158.5,387681.95
"25407",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO45","71","FZURTU08",947.19,345770.28
"25408",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO46","71","FZURTU08",942.3,387759.63
"25409",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO47","46","FZZMSK26",1176.86,354100.09
"25410",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO48","46","FZZMSK26",1198.66,365439.36
"25411",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO50","94","FZURKR12",1087.3,346128.68
"25412",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO51","01","FZSBBB06",942.63,675359.86
"25413",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO52","42","FZZNOE24",1138.32,442688.87
"25414",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO53","03","FZYUKU20",1555.85,446404.35
"25415",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO54","25","FZSBOE01",1107.57,530353.44
"25416",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO55","63","FZVLBS15",1078.36,332733.39
"25417",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO56","71","FZURTU08",929.18,354470.82
"25418",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO57","71","FZURTU08",893.69,349239.09
"25419",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO58","15","FZZNOE24",1108.24,358030.15
"25420",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO59","88","FZURKR12",1172.21,291729.88
"25421",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO61","29","FZZNOE24",1138.72,376565.89
"25422",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO62","15","FZZNOE24",1088.54,335401.3
"25423",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO63","29","FZZNOE24",1154.11,381380
"25424",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO64","17","FZZNOE24",1117.37,330961
"25425",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO65","17","FZZNOE24",1136.62,356433.95
"25426",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO66","29","FZZNOE24",1143.36,368449.13
"25427",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO67","63","FZVLBS15",995.03,352887.33
"25428",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO68","46","FZZMSK26",1185.11,355761.04
"25429",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO69","29","FZZNOE24",1175.81,306987.16
"25430",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO70","63","FZVLBS15",1120.69,349157.4
"25431",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO71","03","FZYUKU20",1475.89,443119.99
"25432",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO72","46","FZZMSK26",1202.55,351767.46
"25433",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO73","46","FZZMSK26",1187.26,355457.09
"25434",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO74","46","FZZMSK26",1210.36,367537.38
"25435",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO75","03","FZYUKU20",1572.28,436255.5
"25436",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO76","01","FZSBBB06",960.43,674468.37
"25437",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO77","63","FZVLBS15",1028,355151.63
"25438",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO79","22","FZZNOE24",1135.58,376345.46
"25439",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO81","15","FZZNOE24",1088.37,344849.25
"25440",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO82","15","FZZNOE24",1169.95,357926.29
"25441",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO83","52","FZSBOM03",1017.82,518889.95
"25442",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO84","52","FZSBOM03",1058.03,575302.97
"25443",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO85","52","FZSBOM03",1245.8,560241.73
"25444",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO86","20","FZZNOE24",1173.38,387558.16
"25445",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO87","03","FZYUKU20",1656.19,418810.51
"25446",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO88","22","FZZNOE24",1133.46,359357.39
"25447",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO89","46","FZZMSK26",1186.13,375514.33
"25448",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO90","41","FZSZOE27",1035.06,372673.82
"25449",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO91","46","FZZMSK26",1137.51,336003.95
"25450",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO92","25","FZSBOE01",1116.61,536486.83
"25451",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO93","76200","FZSBCH04",1069.25,755601.35
"25452",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO94","36","FZVLOE13",1094.37,335302.25
"25453",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO95","36","FZVLOE13",1058.48,333817.03
"25454",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO96","46","FZZMSK26",1156.4,359903.84
"25455",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO97","95","FZSBOE01",1138.52,513912.93
"25456",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO98","46","FZZMSK26",1204.99,354263.64
"25457",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO99","41","FZSZOE27",1062.54,393657.76
"25458",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR100","41","FZSZOE27",1215.3,445232.13
"25459",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR101","28","FZZNOE24",1263.1,375310.67
"25460",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR102","17","FZZNOE24",1157.67,372768.83
"25461",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR103","17","FZZNOE24",1128.46,374026.81
"25462",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR104","29","FZZNOE24",1177.07,381432.14
"25463",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR106","29","FZZNOE24",1137.25,383569.69
"25464",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR107","52","FZSBOM03",1066.29,542887.26
"25465",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR108","49","FZSZOE27",1260.57,24130.36
"25466",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR109","63","FZVLBS15",1200.03,117463.64
"25467",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR110","28","FZZNOE24",1059.44,372167.7
"25468",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR111","63","FZVLBS15",1015.35,352652.23
"25469",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR113","52","FZSBOM03",996.28,531753.64
"25470",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR114","36","FZVLOE13",1066.65,354170.66
"25471",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR115","71","FZURTU08",997.76,99854.94
"25472",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR116","46","FZZMSK26",1205.46,270925.37
"25473",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR117","36","FZVLOE13",1045.07,359914.17
"25474",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR118","46","FZZMSK26",1152.12,333034.46
"25475",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR119","17","FZZNOE24",1085.87,375214.46
"25476",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR121","20","FZZNOE24",NA,86673.29
"25477",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR122","14","FZZNOE24",1134.16,327791.69
"25478",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR123","25","FZSBOE01",1180.09,565048.67
"25479",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR124","14","FZZNOE24",1135.39,467751.38
"25480",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR126","41","FZSZOE27",1057.72,319603.63
"25481",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR127","04","FZSBOE01",NA,8670
"25482",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR128","32","FZSBOE01",974.92,582623.42
"25483",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR130","19","FZZNOE24",1091,227114.25
"25484",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR131","14","FZZNOE24",1152.81,334313.46
"25485",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR132","52","FZSBOM03",1024.97,531999.81
"25486",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR133","22","FZZNOE24",1146.08,368012.63
"25487",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR134","41","FZSZOE27",1077.01,385292.79
"25488",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR135","18","FZYUVG17",1113.48,179659.55
"25489",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR136","22","FZZNOE24",1120.38,364628.41
"25490",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR137","89","FZVLOE13",1179.83,372751.15
"25491",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR138","89","FZVLOE13",1143.93,144968.88
"25492",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR139","49","FZSZOE27",1050.55,101342.47
"25493",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR140","28","FZZNOE24",1105.84,342654.55
"25494",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR143","36","FZUROE07",1127.67,363819.74
"25495",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR144","17","FZZNOE24",1134.52,367072.14
"25496",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR145","18","FZYUVG17",1121.74,280593.63
"25497",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR146","03","FZYUKU20",1561.42,449321.09
"25498",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR148","20","FZZNOE24",1072.44,158690.56
"25499",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR149","75","FZUROE07",1075.94,401277.41
"25500",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR150","63","FZVLBS15",1020.67,356780.86
"25501",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR151","41","FZSZOE27",1077.67,325624.67
"25502",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR152","15","FZZNOE24",1081.24,359932.1
"25503",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR153","46","FZZMSK26",1238.37,267175.17
"25504",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR154","36","FZVLOE13",1055.22,343957.53
"25505",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR155","22","FZZNOE24",1141.01,378180.58
"25506",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR156","71","FZURTU08",972.45,348630.43
"25507",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR157","15","FZZNOE24",1124.93,88496.86
"25508",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR158","63","FZVLBS15",981.81,270832.05
"25509",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR159","57","FZUROE07",1166.87,237527.65
"25510",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR160","76200","FZSBCH04",980,944673.9
"25511",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR161","76200","FZSBCH04",971.68,773725.17
"25512",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR162","96","FZYUOE16",473.44,117032.47
"25513",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR163","96","FZYUOE16",508.37,108353.94
"25514",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR164","96","FZYUOE16",569.79,11507.88
"25515",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR165","15","FZZNOE24",1257.23,180584.96
"25516",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR166","15","FZZNOE24",1082.9,309183.14
"25517",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR167","24","FZZNOE24",1134.43,128143.7
"25518",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR168","60","FZYUKU20",1400.6,309241.26
"25519",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR170","46","FZZMSK26",1202.6,240186.75
"25520",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR171","38","FZZNOE24",1035.41,343896.82
"25521",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR172","49","FZSZOE27",1135.09,273274.91
"25522",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR173","24","FZZNOE24",1124.57,417428.25
"25523",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR174","18","FZYUVG17",1338.05,53186.57
"25524",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR175","17","FZZNOE24",1329.99,314282.51
"25525",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR177","03","FZYUKU20",1502.69,450066.22
"25526",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR178","49","FZSZOE27",1264.21,256030.56
"25527",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR180","58","FZSZOE27",1167.93,20133.12
"25528",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR181","03","FZYUKU20",1725.76,80784.09
"25529",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR182","61","FZZNOE24",1171.82,383958.78
"25530",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR184","54","FZZNOE24",1153.81,324235.61
"25531",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR186","46","FZZMSK26",1163.24,363277.04
"25532",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR188","73","FZVLOE13",1070.06,322716.08
"25533",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR189","17","FZZNOE24",1260.45,69085.53
"25534",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR190","20","FZZNOE24",1144.92,422554.78
"25535",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR191","76200","FZSBCH04",968.65,780973.33
"25536",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR192","17","FZZNOE24",1121.86,132165.64
"25537",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR193","46","FZZMSK26",1166.87,355536.51
"25538",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR194","73","FZVLOE13",1116.6,336641.7
"25539",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR195","76200","FZSBCH04",752.32,746137.54
"25540",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR196","76200","FZSBCH04",894.45,760252.22
"25541",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR197","73","FZVLOE13",1093.21,357520.24
"25542",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR198","46","FZZMSK26",1144.78,352925.67
"25543",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR200","49","FZSZOE27",1096.49,309717.4
"25544",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR201","63","FZVLBS15",1735.71,54015
"25545",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR202","63","FZVLBS15",1158.18,301507.48
"25546",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR203","17","FZZNOE24",1141.02,278364.92
"25547",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR204","75","FZUROE07",1044.03,333178.54
"25548",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR205","58","FZSZOE27",1132.11,281340.22
"25549",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR206","58","FZSZOE27",1126.64,316307.91
"25550",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR207","37","FZUROE07",1106.24,416371.44
"25551",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR208","88","FZURKR12",1134.31,347436.97
"25552",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR209","54","FZZNOE24",1125.82,102079.86
"25553",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR210","33","FZURKR12",1115.91,374426.76
"25554",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR211","22","FZZNOE24",1177.63,308162.13
"25555",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR212","33","FZURKR12",1110.04,335638.49
"25556",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR213","24","FZZNOE24",1111.16,347416.14
"25557",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR214","15","FZZNOE24",1149.87,75708.89
"25558",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR217","86","FZSZOE27",NA,8305.27
"25559",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR218","03","FZYUKU20",1610.8,385167.28
"25560",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR220","29","FZZNOE24",1105.72,362202.82
"25561",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR222","29","FZZNOE24",1144.34,330877.22
"25562",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR223","70","FZZNOE24",2402.25,-149374.17
"25563",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR224","89","FZVLOE13",1187.23,346909.9
"25564",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR225","73","FZVLOE13",1081.86,334782.99
"25565",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR226","29","FZZNOE24",1136.46,340704.65
"25566",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR227","70","FZZNOE24",1376.12,472035.14
"25567",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR228","76200","FZSBCH04",1086.69,747833.18
"25568",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR229","15","FZZNOE24",1092.9,347295.99
"25569",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR230","76200","FZSBCH04",1081.45,752764.3
"25570",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR231","12","FZYUAS18",1129.36,372490.42
"25571",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR232","69","FZSBOE01",1067.05,600483.48
"25572",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR233","58","FZSZOE27",1087.1,318537.49
"25573",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR234","33","FZURKR12",1265.53,352227.87
"25574",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR235","58","FZSZOE27",1090.36,108521.8
"25575",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR236","03","FZYUKU20",1573.78,329132.1
"25576",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR238","54","FZZNOE24",1169.21,454442.95
"25577",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR239","46","FZZMSK26",1181.67,345012.03
"25578",2016-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR240","12","FZYUAS18",1116.19,377246.93
