TDATE;PCODE;PNAME;REGION_CODE;TCODE;P_NC_UNREG_AVG
2014-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK5;327506.88
2014-11-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK6;331034.9
2014-11-01;ASTRHENE;"ОАО ""Астраханская энергосбытовая компания""";12;PASTRHEN;316016.38
2014-11-01;BALASHEL;"ЗАО ""БЭЛС"" (г.Балашиха)";46;PBALEST1;317333.35
2014-11-01;BARNGORS;"ОАО ""БГЭС"" (г.Барнаул)";01;PBARELS1;468150.87
2014-11-01;BASHKESK;"ООО ""ЭСКБ""";80;PBASHENE;342286.25
2014-11-01;BELGOREN;"ОАО ""Белгородэнергосбыт""";14;PBELGORE;351582.67
2014-11-01;MPBORISO;"МУП ""БЭСО"" Борисоглебского городского округа Воронежской области";20;PBORESB1;333336.9
2014-11-01;TEKENERG;"ООО ""ТЭК-Энерго""";15;PBRYANEN;331136.78
2014-11-01;BUDELSET;"ОАО ""Будённовскэнергосбыт""";07;PBUDGORS;313364.28
2014-11-01;CHITAENE;"ОАО ""Читаэнергосбыт""";81;PBURYATE;450459.2
2014-11-01;CHELENER;"ОАО ""Челябэнергосбыт""";75;PCHELENE;349595.92
2014-11-01;CHITAENE;"ОАО ""Читаэнергосбыт""";76200;PCHITAEN;478874.47
2014-11-01;CHUVENER;"ОАО ""Чувашская энергосбытовая компания""";97;PCHUVENE;325646.02
2014-11-01;DAGESBYT;"ОАО ""Дагестанская энергосбытовая компания""";82;PDAGENER;260019.65
2014-11-01;EKATSBKO;"ОАО ""ЕЭнС"" (г.Екатеринбург)";65;PEKELSK1;342277.19
2014-11-01;ELSETMYT;"ОАО ""Электросеть"" (г.Мытищи)";46;PELSETMT;317581.87
2014-11-01;EKOMFORT;"ООО ""Энергокомфорт"". Карелия""";86;PENKOMF1;321533.31
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;PESVMF01;315095.89
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;PESVMF02;320860.42
2014-11-01;GORELKIS;"ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)";07;PGELESKS;313812.9
2014-11-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV1;308169.08
2014-11-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV2;316332.05
2014-11-01;HANTGORS;"МП ""ГЭС"" (г.Ханты-Мансийск)";71;PGORESHM;322223.5
2014-11-01;HAKASENE;"ОАО ""Хакасэнергосбыт""";95;PHAKASEN;278381.33
2014-11-01;INGUSHEN;"ОАО ""Ингушэнерго""";26;PINGUSHE;273126.31
2014-11-01;IRKUTSBT;"ООО ""Иркутскэнергосбыт""";25;PIRKUTEN;277833.94
2014-11-01;IVELSETI;"МУП ""Ивантеевские Электросети""";46;PIVANTES;317137.17
2014-11-01;ESKGARAN;"ООО ""ЭСК Гарант""";24;PIVENERG;325435.77
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS10;328661.2
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS11;327158.65
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS12;323419.24
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS13;314213.76
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS14;325223.06
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS15;317128.08
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS16;323070.52
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS17;327941.51
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS18;326798.94
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS19;324005.56
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS20;326619.09
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK1;326726.55
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK2;327257.35
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK3;326374.57
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK4;322163.98
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK5;322303.65
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK6;329587.54
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK7;322811.05
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK8;326396.21
2014-11-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK9;325128.2
2014-11-01;KABBAGEN;"ОАО ""Каббалкэнерго""";83;PKABBAGE;229132.38
2014-11-01;KALMENER;"ОАО ""Калмэнергосбыт""";85;PKALMENE;350993.78
2014-11-01;KALUGENE;"ОАО ""Калужская сбытовая компания""";29;PKALUGEN;331778.45
2014-11-01;KARELENE;"ОАО ""Карельская энергосбытовая компания""";86;PKARELEN;319927.1
2014-11-01;KCHERKEN;"ОАО ""Карачаево-Черкесскэнерго""";91;PKCHERKE;289447.5
2014-11-01;ORENBENE;"ОАО ""ЭнергосбыТ Плюс""";33;PKIROVEN;325115.61
2014-11-01;MRSKSEVZ;"ОАО ""МРСК Северо-Запада""";47;PKOLENER;330210.82
2014-11-01;KOROLSET;"ОАО ""Королевская электросеть СК""";46;PKORELS1;315038.86
2014-11-01;KOSTRENE;"ОАО ""Костромская сбытовая компания""";34;PKOSTREN;328856.39
2014-11-01;KRASNGOR;"ОАО ""КЭС"" (г.Красногорск)";46;PKRAELS1;318018.75
2014-11-01;KRASNGOR;"ОАО ""КЭС"" (г.Красногорск)";46;PKRAELS2;315222.97
2014-11-01;KRASNOEN;"ОАО ""Красноярскэнергосбыт""";04;PKRASNEN;279277.4
2014-11-01;KUBANESK;"ОАО ""Кубаньэнергосбыт""";03;PKUBANEN;350829.99
2014-11-01;ESVOSTOK;"ОАО ""ЭК ""Восток""";37;PKURGANE;665412.52
2014-11-01;ATOMSBYT;"ОАО ""АтомЭнергоСбыт""";38;PKURSKEN;326515.78
2014-11-01;KUZBSBYT;"ОАО ""Кузбассэнергосбыт""";32;PKUZBENE;299909.57
2014-11-01;LENENERG;"ОАО ""Петербургская сбытовая компания""";41;PLENENER;329514.8
2014-11-01;GORODESK;"ООО ""ГЭСК"" (г.Липецк)";42;PLGORSB1;345468.21
2014-11-01;LIPECKEN;"ОАО ""ЛЭСК"" (г.Липецк)";42;PLIPECKE;347523.92
2014-11-01;MAGNENKO;"ООО ""МЭК"" (г.Магнитогорск)";75;PMAGENKO;347923.01
2014-11-01;MARIENER;"ОАО ""Мариэнергосбыт""";88;PMARIENE;325372.75
2014-11-01;METALENE;"ООО ""Металлэнергофинанс""";32;PMETALEN;324727.02
2014-11-01;MORDOVEN;"ОАО ""Мордовская энергосбытовая компания""";89;PMORDOVE;308533.25
2014-11-01;MOSENERG;"ОАО ""Мосэнергосбыт""";46;PMOSENER;318310.04
2014-11-01;RUSENSBM;"ООО ""ЭНЕРГОСБЫТХОЛДИНГ""";46;PMRUSGD1;317404.2
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR10;348938.18
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR11;350912.94
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR12;349356.21
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR13;349598.27
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR14;351286.38
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR15;350590.19
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR16;350995.86
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR17;348476.84
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR18;349766.18
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR19;349328.73
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR21;349735.28
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR22;349990.89
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR23;350494.81
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKR25;348883.4
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA1;351859.68
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA2;351932.33
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA3;351926.57
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA4;349665.51
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA5;346781.92
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA6;349683.2
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA7;349467.48
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA8;351813.79
2014-11-01;NESKKRSN;"ОАО ""НЭСК"" (г.Краснодар)";03;PNESKRA9;351875.66
2014-11-01;NIGNOVEN;"ОАО ""Нижегородская сбытовая компания""";22;PNIGNOVE;325838.45
2014-11-01;NOVMOSSK;"ООО ""НЭСК"" (г.Новомосковск)";70;PNOMESK1;329723.36
2014-11-01;GARENERC;"ООО ""Гарантэнергосервис""";49;PNOVGORE;321460.56
2014-11-01;SBRENERG;"ОАО ""Новосибирскэнергосбыт""";50;PNOVOSIB;297970.52
2014-11-01;NOVOYRAL;"ООО ""НУЭСК"" (г.Новоуральск)";65;PNUESBK1;345311.45
2014-11-01;NURENERG;"ОАО ""Нурэнерго""";96;PNURENER;214083.9
2014-11-01;OOONESKO;"ООО ""НЭСКО"" (г.Нижневартовск)";71;PNVAREK1;324360.58
2014-11-01;OBESPRFC;"ОАО ""Обеспечение РФЯЦ-ВНИИЭФ""";22;POBESPE1;324172.24
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR102;328334.35
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR103;356613.24
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR104;330697.19
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR106;331818.21
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBOR107;391964.91
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR110;326547.58
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBOR111;324943.7
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBOR113;377560.8
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";36;POBOR114;308330.35
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";71;POBOR115;279607.64
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR116;315166.04
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR118;318307.32
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR119;327654.59
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";25;POBOR123;323427.82
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";32;POBOR128;290640.32
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";14;POBOR131;355130.64
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBOR132;365217.43
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBOR133;326352.78
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBOR134;334596.74
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBOR136;326322.45
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";89;POBOR137;286035.72
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR140;305680.64
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR144;325314.28
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";03;POBOR146;353487.5
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBOR150;316149.29
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBOR151;319020
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBOR152;329675.03
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR153;302884.43
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBOR155;301288.58
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";71;POBOR156;306951.27
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBOR157;331629.81
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBOR158;303655.02
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR160;506724.61
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR161;469382.98
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";96;POBOR162;783988
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";96;POBOR163;297837.96
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";96;POBOR164;202741.79
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";15;POBOR166;315128.36
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR170;308181.73
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";49;POBOR172;295981.44
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";24;POBOR173;342094.95
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR175;325730.43
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";03;POBOR177;356528.29
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";54;POBOR184;367083.99
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR186;307901.85
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";73;POBOR188;306846.87
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";20;POBOR190;308328.23
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR191;479304.45
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR193;318365.4
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";73;POBOR194;313886.75
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR195;513109.72
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR196;0
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";73;POBOR197;319461.4
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR198;321103.09
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";49;POBOR200;310095.21
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;POBOR201;174697.44
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR203;313391.67
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR205;305280.77
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR206;300770.79
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";37;POBOR207;640368.06
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";88;POBOR208;330006.76
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBOR211;302053.22
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";33;POBOR212;318836.5
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";24;POBOR213;338325.07
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR220;326260.14
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR222;307406.32
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";89;POBOR224;306580.39
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";73;POBOR225;312536.62
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR226;313436.47
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";70;POBOR227;325520.34
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR230;507844.89
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";12;POBOR231;371420.74
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";69;POBOR232;360956.64
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR233;318159.43
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";12;POBOR240;379078.45
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";57;POBOR250;302686.94
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";80;POBOR252;344556.81
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR253;312932.9
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";12;POBOR254;372519.67
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";12;POBOR255;370844.2
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBOR256;332954.52
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;POBOR257;311013.36
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";38;POBOR258;315845.51
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";57;POBOR259;389046.31
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR264;0
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";70;POBOR275;261588.12
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";25;POBOR279;319307.12
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR285;308597.56
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR289;329131.62
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR290;306451.63
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR291;269933.72
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";33;POBOR292;394890.93
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR299;316283.42
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR302;309801.43
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR312;313762.32
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR315;307059.18
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR316;322530.91
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBOR321;469070.71
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";53;POBOR322;328718.26
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBOR325;288975.48
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";58;POBOR329;314540.66
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";22;POBOR335;318925.37
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";86;POBOR337;318465.83
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";24;POBOR364;321827.99
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";75;POBOR370;282649.81
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR374;330586.79
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";76200;POBOR392;468869.67
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";19;POBOR420;323920.07
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO10;316084.54
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO11;315437.17
2014-11-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;POBORO12;317506.55
